356428,100.0,100.0
356451,100.0,100.0
356474,100.0,99.0
356496,100.0,101.0
356519,100.0,100.0
356542,100.0,101.0
356565,100.0,100.0
356588,100.0,100.0
356611,100.0,101.0
356634,100.0,99.0
356656,100.0,100.0
356679,100.0,100.0
356702,100.0,99.0
356724,100.0,101.0
356747,100.0,100.0
356770,100.0,100.0
356793,100.0,101.0
356816,100.0,99.0
356838,100.0,100.0
356861,0.0,100.0
356883,0.0,100.0
356905,0.0,1.0
356927,0.0,0.0
356949,0.0,9.0
356971,0.0,10.0
356993,0.0,11.0
357015,0.0,12.0
357037,0.0,11.0
357059,0.0,11.0
357081,0.0,11.0
357103,0.0,10.0
357125,0.0,9.0
357147,0.0,9.0
357169,0.0,9.0
357191,0.0,8.0
357213,0.0,7.0
357235,0.0,7.0
357257,0.0,7.0
357279,0.0,7.0
357301,0.0,6.0
357323,0.0,5.0
357345,0.0,5.0
357367,0.0,5.0
357389,0.0,5.0
357411,0.0,4.0
357433,0.0,4.0
357455,0.0,5.0
357477,0.0,3.0
357499,0.0,3.0
357521,0.0,3.0
357543,0.0,4.0
357565,0.0,3.0
357587,0.0,3.0
357609,0.0,2.0
357631,0.0,2.0
357653,0.0,2.0
357675,0.0,1.0
357697,0.0,3.0
357719,0.0,3.0
357741,0.0,1.0
357763,0.0,0.0
357785,0.0,0.0
357807,0.0,0.0
357829,0.0,0.0
357851,0.0,0.0
357873,0.0,0.0
357895,0.0,0.0
357917,0.0,0.0
357939,0.0,0.0
357961,0.0,0.0
357983,0.0,0.0
358005,0.0,0.0
358027,0.0,0.0
358049,0.0,0.0
358071,0.0,0.0
358093,0.0,0.0
358115,0.0,0.0
358137,0.0,0.0
358159,0.0,0.0
358181,0.0,0.0
358203,0.0,0.0
358225,0.0,0.0
358247,0.0,0.0
358269,0.0,0.0
358291,0.0,0.0
358313,0.0,0.0
358335,0.0,0.0
358357,0.0,0.0
358379,0.0,0.0
358401,0.0,0.0
358423,0.0,0.0
358445,0.0,0.0
358467,0.0,0.0
358489,0.0,0.0
358511,0.0,0.0
358533,0.0,0.0
358555,0.0,0.0
358577,0.0,0.0
358599,0.0,0.0
358621,0.0,0.0
358643,0.0,0.0
358665,0.0,0.0
358687,0.0,0.0
358709,0.0,0.0
358731,0.0,0.0
358753,0.0,0.0
358775,0.0,0.0
358797,0.0,0.0
358819,0.0,0.0
358841,0.0,0.0
358863,0.0,0.0
358885,0.0,0.0
358907,0.0,0.0
358929,0.0,0.0
358951,0.0,0.0
358973,0.0,0.0
358995,0.0,0.0
359017,0.0,0.0
359039,0.0,0.0
359061,0.0,0.0
359083,0.0,0.0
359105,0.0,0.0
359127,0.0,0.0
359149,0.0,0.0
359171,0.0,0.0
359193,0.0,0.0
359215,0.0,0.0
359237,0.0,0.0
359259,0.0,0.0
359281,0.0,0.0
359303,0.0,0.0
359325,0.0,0.0
359347,0.0,0.0
359369,0.0,0.0
359391,0.0,0.0
359413,0.0,0.0
359435,0.0,0.0
359457,0.0,0.0
359479,0.0,0.0
359501,0.0,0.0
359523,0.0,0.0
359545,0.0,0.0
359567,0.0,0.0
359589,0.0,0.0
359611,0.0,0.0
359633,0.0,0.0
359655,0.0,0.0
359677,0.0,0.0
359699,0.0,0.0
359721,0.0,0.0
359743,0.0,0.0
359765,0.0,0.0
359787,0.0,0.0
359809,0.0,0.0
359831,0.0,0.0
359853,0.0,0.0
359875,0.0,0.0
359897,0.0,0.0
